ASIN,keyword,commodity_item,brandName,price,comments,star_level,ranking,DATE
B00EJ9KKDK,電気ポット,ティファール 電気ケトル 1L ヴィテス ネオ カフェオレ KO501AJP,ティファール(T-fal),"￥4,280",483件のカスタマーレビュー,星5つ中の4,"ホーム＆キッチン - 5,368位 (","['1.31 Kg', '1.3 Kg', 'KO501AJP', 'B00EJ9KKDK', '2013/8/26', 'ホーム＆キッチン - 5,368位 (', ')']"
B00VW8OQFO,電気ポット,アイリスオーヤマ 電気ケトル ホワイト IKE-1001-W,アイリスオーヤマ(IRIS OHYAMA),"￥2,310",32件のカスタマーレビュー,星5つ中の3.4,"ホーム＆キッチン - 22,073位 (","['984 g', '984 g', 'IKE-1001-W', 'B00VW8OQFO', '2015/4/10', 'ホーム＆キッチン - 22,073位 (', ')']"
B00LTCU9D6,電気ポット,タイガー 電気ポット 3L ブラウン 省スチーム 節電タイマー VE 保温 とく子さん PIL-A300-T,タイガー魔法瓶(TIGER),"￥8,455",80件のカスタマーレビュー,星5つ中の4,"ホーム＆キッチン - 12,550位 (","['3.06 Kg', '3.1 Kg', 'PIL-A300-T', 'B00LTCU9D6', '2014/7/15', 'ホーム＆キッチン - 12,550位 (', ')']"
B07W8Q7KGR,電気ポット,アイリスオーヤマ 電気ポット 3.0L マイコン式 ジャーポット 保温機能付き 角型 ブラック IAHD-030-B,アイリスオーヤマ(IRIS OHYAMA),"￥7,990",null,null,"ホーム＆キッチン - 3,291位 (","['2.4 Kg', '2.9 Kg', 'IAHD-030-B', 'B07W8Q7KGR', '2019/9/17', 'ホーム＆キッチン - 3,291位 (', ')']"
B075N45XCL,電気ポット,Aicok電気ケトル 1.0L湯沸かしケトル 細口ヤカン おしゃれお茶タイプ コーヒードリップ ステンレス製　BPA-FREE　1000W,Aicok,"￥2,999",37件のカスタマーレビュー,星5つ中の3.3,"ホーム＆キッチン - 74,420位 (","['1.06 Kg', '1.1 Kg', '43211-3795', 'B075N45XCL', '2018/1/21', 'ホーム＆キッチン - 74,420位 (', ')']"
B00WFQP2XM,電気ポット,ラッセルホブス 電気ケトル 細口 1.0L 7410JP,Russell Hobbs (ラッセルホブス),"￥7,805",315件のカスタマーレビュー,星5つ中の4.4,"ホーム＆キッチン - 4,695位 (","['730 g', '1.3 Kg', '7410JP', 'B00WFQP2XM', '2015/4/21', 'ホーム＆キッチン - 4,695位 (', ')']"
B0027WWRBO,電気ポット,ELPA ポット用コード 12A WP-M12B(BK),ELPA,￥868,23件のカスタマーレビュー,星5つ中の4.1,10位,"['16.8 x 8.6 x 2.3 cm ; 136 g', '136 g', 'WP-M12B(BK)', 'B0027WWRBO', '2011/12/15']"
B019W5P7B0,電気ポット,dretec(ドリテック) 電気ケトル ポットやかん 1.2L シンプル 軽い PO-337BK(ブラック),dretec,"￥3,159",36件のカスタマーレビュー,星5つ中の3.6,"ホーム＆キッチン - 93,154位 (","['717 g', '898 g', 'PO-337BK', 'B019W5P7B0', '2015/12/28', 'ホーム＆キッチン - 93,154位 (', ')']"
B0001Z8RMC,電気ポット,タイガー 浄水電気ポット用浄水カートリッジ メッシュフィルター付き シルバー PVG-J100-S,タイガー魔法瓶(TIGER),￥983,17件のカスタマーレビュー,星5つ中の4.5,"ホーム＆キッチン - 37,197位 (","['40.8 g', 'PVG-J100S', 'B0001Z8RMC', '2005/1/14', 'ホーム＆キッチン - 37,197位 (', ')']"
B000B9OBD2,電気ポット,TIGER マイコン電動ポット 2.2L アーバンホワイト PDK-A220-WU,Tiger,"￥8,500",9件のカスタマーレビュー,星5つ中の4.6,"ホーム＆キッチン - 365,105位 (","['2.6 Kg', '2.6 Kg', 'PDK-A220-WU', 'B000B9OBD2', '2005/9/7', 'ホーム＆キッチン - 365,105位 (', ')']"
B01K1QPOP8,電気ポット,タイガー 電気ポット 3L バーミリオン 蒸気レス 節電 VE 保温  とく子さん PIG-S300-K,タイガー魔法瓶(TIGER),"￥14,817",63件のカスタマーレビュー,星5つ中の4.2,"ホーム＆キッチン - 21,822位 (","['3.7 Kg', '4.5 Kg', 'PIG-S300-K', 'B01K1QPOP8', '2016/8/9', 'ホーム＆キッチン - 21,822位 (', ')']"
B0000C980A,電気ポット,タイガー 電気 ポット ケトル 内 容器 洗浄 用 クエン酸 PKS-0120 Tiger,タイガー魔法瓶(TIGER),￥280,123件のカスタマーレビュー,星5つ中の4.3,2位,"['14.2 x 6.4 x 5.4 cm ; 90.7 g', '141 g', 'PKS-0120-', 'B0000C980A', '2003/9/3']"
B0002Z7LTQ,電気ポット,象印 電源コード 炊飯器/電気ポット/加湿器用 CD-KD07-J,象印マホービン(ZOJIRUSHI),"￥1,120",15件のカスタマーレビュー,星5つ中の3.8,4位,"['118 g', '118 g', 'CD-KD07-J', 'B0002Z7LTQ', '2004/8/31']"
B00NAKEIWI,電気ポット,ティファール 電気ケトル 0.8L  アプレシア ウルトラクリーン ネオ  抗菌 パールホワイト KO3901JP,ティファール(T-fal),"￥4,860",718件のカスタマーレビュー,星5つ中の4.4,"ホーム＆キッチン - 6,609位 (","['966 g', '966 g', 'KO3901JP', 'B00NAKEIWI', '2014/9/9', 'ホーム＆キッチン - 6,609位 (', ')']"
B075MX1H3K,電気ポット,タイガー VE電気まほうびん とく子さん /63-1255-26,タイガー魔法瓶(TIGER),"￥7,058",4件のカスタマーレビュー,星5つ中の4.1,"産業・研究開発用品 - 1,090位 (","['299 g', '2.8 Kg', 'BMH3101', 'B075MX1H3K', '2017/9/15', '産業・研究開発用品 - 1,090位 (', ')']"
B07R3H15FZ,電気ポット,HAGOOGI 電気ケトル ガラス ケトル 1.0L 二重構造 火傷防止 温度設定/空焚き防止/保温機能 (ホワイト),HAGOOGI,"￥5,999",115件のカスタマーレビュー,星5つ中の4.4,"ホーム＆キッチン - 3,846位 (","['1.8 Kg', 'GEK-1700', 'B07R3H15FZ', '2019/4/24', 'ホーム＆キッチン - 3,846位 (', ')']"
B075CWSNG1,電気ポット,dretec(ドリテック) 電気ケトル ステンレス コーヒー ドリップ ポット 細口 1.0L PO-350GD(ゴールド),dretec,"￥4,000",85件のカスタマーレビュー,星5つ中の3.9,"ホーム＆キッチン - 14,146位 (","['885 g', '1.1 Kg', 'PO-350GD', 'B075CWSNG1', '2017/9/30', 'ホーム＆キッチン - 14,146位 (', ')']"
B01N0PXE8V,電気ポット,デロンギ 電気ケトル アイコナ・ヴィンテージ  1.0L オリーブグリーン KBOV1200J-GR,DeLonghi(デロンギ),"￥7,318",106件のカスタマーレビュー,星5つ中の4,"ホーム＆キッチン - 4,641位 (","['21 x 16.5 x 23.5 cm ; 848 g', '1.6 Kg', 'KBOV1200J-GR', 'B01N0PXE8V', '2016/12/12', 'ホーム＆キッチン - 4,641位 (', ')']"
B075MX1JBN,電気ポット,タイガー VE電気まほうびん とく子さん /63-1255-27,タイガー魔法瓶(TIGER),"￥7,956",4件のカスタマーレビュー,星5つ中の4.7,"産業・研究開発用品 - 19,474位 (","['299 g', '3.2 Kg', 'BMH3102', 'B075MX1JBN', '2017/9/15', '産業・研究開発用品 - 19,474位 (', ')']"
B07WYWSWW4,電気ポット,HAGOOGI 電気ケトル ガラス ケトル 1.0L ピンク 二重構造 火傷防止 空焚き防止機能,HAGOOGI,"￥3,999",49件のカスタマーレビュー,星5つ中の5,"ホーム＆キッチン - 9,253位 (","['1.4 Kg', 'GEK-1800-P', 'B07WYWSWW4', '2019/8/25', 'ホーム＆キッチン - 9,253位 (', ')']"
B07WBS7G25,電気ポット,アイリスオーヤマ 電気ポット 2.2L メカ式 ジャーポット 角型 ホワイト IMHD-022-W,アイリスオーヤマ(IRIS OHYAMA),"￥6,480",null,null,"ホーム＆キッチン - 3,291位 (","['2.2 Kg', '2.7 Kg', 'IMHD-022-W', 'B07WBS7G25', '2019/9/17', 'ホーム＆キッチン - 3,291位 (', ')']"
B07GRPM346,電気ポット,電気ケトル グレー 1000ml 1.0L ケトル 800W 安全 衛生 おしゃれ お洒落 家庭 電気ポット 湯沸かし器 【国内メーカー12カ月保証】 i001,TDP,"￥1,303",29件のカスタマーレビュー,星5つ中の3.8,"ホーム＆キッチン - 18,540位 (","['721 g', 'TDP-RMHR-300GY', 'B07GRPM346', '2018/8/29', 'ホーム＆キッチン - 18,540位 (', ')']"
B07M9K4ZL4,電気ポット,COMFEE' カンフィー 電気ケトル 1.0L 空焚き防止機能 沸騰自動電源OFF機能 コンパクト 軽量 一人暮らし 家庭 オフィス 事務所 ホワイト MK-08D03A,COMFEE',"￥2,500",19件のカスタマーレビュー,星5つ中の4.4,"ホーム＆キッチン - 41,451位 (","['830 g', '1 Kg', 'MK-08D03A', 'B07M9K4ZL4', '2018/12/24', 'ホーム＆キッチン - 41,451位 (', ')']"
B01N4TOIIG,電気ポット,YAZAWA(ヤザワコーポレーション) トラベル電気ケトル ホワイト TVR53WH,ヤザワ,"￥1,884",29件のカスタマーレビュー,星5つ中の3.3,"ホーム＆キッチン - 13,511位 (","['626 g', '680 g', 'TVR53WH', 'B01N4TOIIG', '2017/1/31', 'ホーム＆キッチン - 13,511位 (', ')']"
B07GGKHQDL,電気ポット,象印 マイコン沸とうVE電気まほうびん 2.2L ブラウンZOJIRUSHI 優湯生(ゆうとうせい) CV-GB22-TA,象印マホービン(ZOJIRUSHI),"￥9,980",6件のカスタマーレビュー,星5つ中の4.4,"ホーム＆キッチン - 125,845位 (","['3 Kg', 'CV-GB22-TA', 'B07GGKHQDL', '2018/8/15', 'ホーム＆キッチン - 125,845位 (', ')']"
B07NBRFC8D,電気ポット,象印 電動ポット STAN. CP-CA12-BA,象印マホービン(ZOJIRUSHI),"￥13,819",6件のカスタマーレビュー,星5つ中の4.2,"ホーム＆キッチン - 33,479位 (","['2.44 Kg', '2.4 Kg', 'CP-CA12-BA', 'B07NBRFC8D', '2019/2/1', 'ホーム＆キッチン - 33,479位 (', ')']"
B001EJNTHC,電気ポット,サーモス ステンレスエアーポット 3.0L ステンレスブラック TAH-3000 SBK,サーモス(THERMOS),"￥4,242",217件のカスタマーレビュー,星5つ中の4.1,"ホーム＆キッチン - 6,127位 (","['2.3 Kg', 'TAH-3000 SBK', 'B001EJNTHC', '2007/10/15', 'ホーム＆キッチン - 6,127位 (', ')']"
B07797B88N,電気ポット,simple & easy　ステンレス電気ケトル 1.8L KL-SG181,エスアイエス(SIS),"￥2,280",33件のカスタマーレビュー,星5つ中の2.3,"ホーム＆キッチン - 57,227位 (","['930 g', 'KL-SG181', 'B07797B88N', '2017/11/8', 'ホーム＆キッチン - 57,227位 (', ')']"
B00H3IR168,電気ポット,メルテック あったカーケトル(1L) DC12V オートストップ機能・空焚き防止機能付 Meltec CK-673,メルテック(meltec),"￥2,245",306件のカスタマーレビュー,星5つ中の3.2,"車＆バイク - 2,013位 (",2013/12/4
B00LVTI6X2,電気ポット,象印 ( ZOJIRUSHI ) ガラス魔法瓶 AG-KD10 メタリックグレー(HM),象印マホービン(ZOJIRUSHI),"￥1,432",185件のカスタマーレビュー,星5つ中の4.2,"ホーム＆キッチン - 10,797位 (","['13.5 x 18 x 26.5 cm ; 762 g', '889 g', 'AG-KD10-HM', 'B00LVTI6X2', '2014/7/17', 'ホーム＆キッチン - 10,797位 (', ')']"
B07K78ZXCN,電気ポット,電気ケトル 2L 大容量 湯沸し パイロットランプ オートパワーオフ 空焚き防止機能付き シンプル おしゃれ ポット LY-905,CITUS,"￥2,999",122件のカスタマーレビュー,星5つ中の3.9,"ホーム＆キッチン - 12,620位 (","['1.06 Kg', '1.1 Kg', 'LY-905', 'B07K78ZXCN', '2018/11/5', 'ホーム＆キッチン - 12,620位 (', ')']"
B014ESZRLA,電気ポット,象印 電気ポット 2.2L 優湯生 ブラウン CV-EB22-TA,象印マホービン(ZOJIRUSHI),"￥8,970",22件のカスタマーレビュー,星5つ中の3.8,"ホーム＆キッチン - 34,036位 (","['3.16 Kg', '3.2 Kg', 'CV-EB22-TA', 'B014ESZRLA', '2015/7/31', 'ホーム＆キッチン - 34,036位 (', ')']"
B00KHEVJR2,電気ポット,Peacock ピーコック 電気ポット用 電源コード W-7A,ピーコック魔法瓶工業,"￥1,814",3件のカスタマーレビュー,星5つ中の4.3,"ホーム＆キッチン - 35,321位 (","['104 g', 'W-7A', 'B00KHEVJR2', '2014/5/14', 'ホーム＆キッチン - 35,321位 (', ')']"
B001GTW5I4,電気ポット,カシムラ [海外国内両用] 湯沸かし器 ワールドポット2 (0.4L) TI-39,カシムラ,"￥2,300",338件のカスタマーレビュー,星5つ中の4.1,"ホーム＆キッチン - 32,026位 (","['599 g', 'TI-39', 'B001GTW5I4', '2008/9/28', 'ホーム＆キッチン - 32,026位 (', ')']"
B07KS5LBWW,電気ポット,dretec(ドリテック)【最新モデル】 温度調節付 電気ケトル ステンレス コーヒー ドリップ ポット 細口 0.8L PO-145BKDI(ブラック),dretec,"￥5,980",131件のカスタマーレビュー,星5つ中の3.9,"ホーム＆キッチン - 6,189位 (","['998 g', 'PO-145BKDI', 'B07KS5LBWW', '2018/12/10', 'ホーム＆キッチン - 6,189位 (', ')']"
B07X2MWM1W,電気ポット,ティファール（T-FAL） 電気ケトル 1.2L ブラックジャスティン プラス コントロール KO7558JP,ティファール(T-fal),"￥8,670",null,null,"ホーム＆キッチン - 2,749位 (","['1.4 Kg', 'KO7558JP', 'B07X2MWM1W', '2019/8/27', 'ホーム＆キッチン - 2,749位 (', ')']"
B00W6MM0QC,電気ポット,電気ケトル1L HAC-1012,ハック(Hac),"￥1,370",61件のカスタマーレビュー,星5つ中の3.6,"ホーム＆キッチン - 67,887位 (",2015/4/16
B0118SY7LK,電気ポット,象印 電気ポット VE電気まほうびん 2.2L ブラウン CV-DN22-TA,象印マホービン(ZOJIRUSHI),"￥8,200",57件のカスタマーレビュー,星5つ中の3.5,"ホーム＆キッチン - 35,740位 (","['3.06 Kg', '3.1 Kg', 'CV-DN22-TA', 'B0118SY7LK', '2015/7/9', 'ホーム＆キッチン - 35,740位 (', ')']"
B013SI6ZPO,電気ポット,サーモス ステンレスポット 1.5L カカオ THV-1501 CAC,サーモス(THERMOS),"￥2,865","1,120件のカスタマーレビュー",星5つ中の4.5,ホーム＆キッチン - 326位 (,"['24 x 15.3 x 15.3 cm ; 762 g', '762 g', 'THV-1501 CAC', 'B013SI6ZPO', '2015/9/1', 'ホーム＆キッチン - 326位 (', ')']"
B0000C98DR,電気ポット,タイガー 電気 ポット 加湿機 用 電源コード ブラック PKD-A007-K Tiger,タイガー魔法瓶(TIGER),"￥1,239",11件のカスタマーレビュー,星5つ中の4.6,6位,"['109 g', 'PKD-A007-K', 'B0000C98DR', '2003/9/3']"
B000V2FDU4,電気ポット,アロマコンセントライト ネコ,美健,"￥1,944",27件のカスタマーレビュー,星5つ中の3.7,"ビューティー - 58,953位 (","['240 g', '240 g', '4977369321113', 'B000V2FDU4', '2008/3/27', 'ビューティー - 58,953位 (', ')']"
B013SEIBJQ,電気ポット,サーモス ステンレスポット 2.0L ステンレスブラウン THV-2001 SBW,サーモス(THERMOS),"￥3,434",362件のカスタマーレビュー,星5つ中の4.6,"ホーム＆キッチン - 1,514位 (","['862 g', '862 g', 'THV-2001 SBW', 'B013SEIBJQ', '2015/9/1', 'ホーム＆キッチン - 1,514位 (', ')']"
B012VUCNEC,電気ポット,ティファール 電気ケトル 1.2L  ジャスティン プレミアム  オニキスブラック BF5028JP 【オンライン購入限定】,ティファール(T-fal),"￥4,908",371件のカスタマーレビュー,星5つ中の3.3,"ホーム＆キッチン - 17,251位 (","['930 g', '1.2 Kg', 'BF5028JP', 'B012VUCNEC', '2015/7/22', 'ホーム＆キッチン - 17,251位 (', ')']"
B011MHBP3K,電気ポット,象印 電気ポット 2.2L VE電気まほうびん プライムブラウン CV-WK22-TZ,象印マホービン(ZOJIRUSHI),"￥12,409",5件のカスタマーレビュー,星5つ中の4.6,"ホーム＆キッチン - 208,674位 (","['22.5 x 31.5 x 28 cm ; 3.3 Kg', '3.8 Kg', 'CV-WK22-TZ', 'B011MHBP3K', '2015/8/22', 'ホーム＆キッチン - 208,674位 (', ')']"
B078ST8JM9,電気ポット,山善 電気ケトル,山善(YAMAZEN),"￥5,740",50件のカスタマーレビュー,星5つ中の4.2,"ホーム＆キッチン - 25,169位 (","['980 g', '1.3 Kg', 'YKG-C800(B)', 'B078ST8JM9', '2018/1/5', 'ホーム＆キッチン - 25,169位 (', ')']"
B07HB7PBYR,電気ポット,大容量モデル1.7Ｌ T-fal ティファール 電気ケトル エレメント ブラック 1.7L,ティファール(T-fal),"￥4,050",10件のカスタマーレビュー,星5つ中の4,"ホーム＆キッチン - 18,700位 (","['1.21 Kg', '1.2 Kg', 'エレメント', 'B07HB7PBYR', '2018/9/13', 'ホーム＆キッチン - 18,700位 (', ')']"
B07PX1HQ91,電気ポット,折りたためるトラベルケトル 500ml 電圧切替式 ホワイト (ホワイト),KONKA,"￥3,299",34件のカスタマーレビュー,星5つ中の4.7,"ホーム＆キッチン - 5,085位 (","['898 g', 'KEK-06G501(L1)', 'B07PX1HQ91', '2019/3/28', 'ホーム＆キッチン - 5,085位 (', ')']"
B00VPV3HKS,電気ポット,Peacock ピーコック魔法瓶 電動給湯ポット(3.0L) WMJ-30 ホワイト(W),ピーコック魔法瓶工業,"￥5,270",14件のカスタマーレビュー,星5つ中の4.1,"ホーム＆キッチン - 106,216位 (","['2 Kg', '2.3 Kg', 'WMJ-30-W', 'B00VPV3HKS', '2015/4/6', 'ホーム＆キッチン - 106,216位 (', ')']"
B01I8RJ9ZS,電気ポット,象印 電気ポット 3.0L メタリックブラウン CD-WU30-TM,象印マホービン(ZOJIRUSHI),"￥8,979",32件のカスタマーレビュー,星5つ中の4.2,"ホーム＆キッチン - 59,540位 (","['2.3 Kg', '2.7 Kg', 'CD-WU30-TM', 'B01I8RJ9ZS', '2016/7/12', 'ホーム＆キッチン - 59,540位 (', ')']"
B0000C98DS,電気ポット,タイガー 電気 ポット 用 電源コード ブラック PKD-A012-K Tiger,タイガー魔法瓶(TIGER),"￥1,010",42件のカスタマーレビュー,星5つ中の3.7,7位,"['118 g', '113 g', 'PKD-A012-K', 'B0000C98DS', '2003/9/3']"
B0179B5OMG,電気ポット,Peacock ピーコック 電気保温エアーポット(非沸とうタイプ) ホワイト 2.2L WTP-22,ピーコック魔法瓶工業(The-peacock),"￥4,254",11件のカスタマーレビュー,星5つ中の4.5,"ホーム＆キッチン - 124,738位 (","['1.7 Kg', '2.1 Kg', 'WTP-22', 'B0179B5OMG', '2015/10/28', 'ホーム＆キッチン - 124,738位 (', ')']"
B07J68PCMG,電気ポット,Sedhoom 電気ケトル 湯沸かし器 ケトル 1.5L ガラス製 空焚き防止 ブルーライト ホワイト 一年保証,Sedhoom,"￥3,580",86件のカスタマーレビュー,星5つ中の4.3,"ホーム＆キッチン - 13,135位 (","['1.2 Kg', '004601', 'B07J68PCMG', '2018/10/9', 'ホーム＆キッチン - 13,135位 (', ')']"
B00M3W9UPE,電気ポット,象印 電気ケトル 800ml CK-AH08-WA,象印マホービン(ZOJIRUSHI),"￥6,507",79件のカスタマーレビュー,星5つ中の4.4,"ホーム＆キッチン - 19,616位 (","['1.54 Kg', '1.5 Kg', 'CK-AH08-WA', 'B00M3W9UPE', '2014/7/25', 'ホーム＆キッチン - 19,616位 (', ')']"
B0179B5LBA,電気ポット,Peacock ピーコック 電気保温エアーポット(非沸とうタイプ) サテングレー 2.2L WXP-22 WXP-22,ピーコック魔法瓶工業,"￥4,025",40件のカスタマーレビュー,星5つ中の4.1,"ホーム＆キッチン - 37,979位 (","['1.7 Kg', '1.9 Kg', 'WXP-22', 'B0179B5LBA', '2015/10/28', 'ホーム＆キッチン - 37,979位 (', ')']"
B07DFQ49FL,電気ポット,D-STYLIST 電気カフェケトル 温度設定 保温設定 KK-00535,ピーナッツ・クラブ(Peanuts Club),"￥4,290",8件のカスタマーレビュー,星5つ中の3.3,"ホーム＆キッチン - 67,813位 (","['16.6 x 16.6 x 42.3 cm ; 726 g', '1.2 Kg', '4589917678107', 'B07DFQ49FL', '2018/5/30', 'ホーム＆キッチン - 67,813位 (', ')']"
B004988006,電気ポット,vegetable 98度沸騰 再沸騰カルキとばし 水位表示付き 電動給湯ポット GD-UP300,Vegetable,"￥4,780",12件のカスタマーレビュー,星5つ中の3.9,"ホーム＆キッチン - 126,065位 (","['2.9 Kg', 'GD-UP300', 'B004988006', '2010/10/26', 'ホーム＆キッチン - 126,065位 (', ')']"
B00N76IPWE,電気ポット,ハローキティ 電気ケトル1.1L KT-154,タマハシ,"￥3,500",3件のカスタマーレビュー,星5つ中の4.1,"ホーム＆キッチン - 176,703位 (","['821 g', '975 g', 'KT-154', 'B00N76IPWE', '2014/9/1', 'ホーム＆キッチン - 176,703位 (', ')']"
B0006BLI0Y,電気ポット,ティファール 電気ケトル ジャスティン 1.2L BF510022,ティファール(T-fal),"￥7,380",213件のカスタマーレビュー,星5つ中の3.6,"ホーム＆キッチン - 211,319位 (","['1.2 Kg', 'BF510022', 'B0006BLI0Y', '2004/10/27', 'ホーム＆キッチン - 211,319位 (', ')']"
B000I5LW7M,電気ポット,Kalita 電気ポット ET-350専用 EP-25,カリタ(Kalita),"￥25,704",null,null,"ホーム＆キッチン - 671,136位 (","['2.5 Kg', 'EP-25', 'B000I5LW7M', '2006/9/1', 'ホーム＆キッチン - 671,136位 (', ')']"
B01BSKPU14,電気ポット,"miyoshi co.,ltd MCO 折りたためるトラベルケトル 500ml 電圧切替式 ホワイト MBE-TK02/WH","ミヨシ(Miyoshi Co.,ltd)","￥2,773",235件のカスタマーレビュー,星5つ中の4.3,ホーム＆キッチン - 925位 (,"['540 g', '635 g', '-', 'B01BSKPU14', '2016/2/14', 'ホーム＆キッチン - 925位 (', ')']"
B07RL1K2TR,電気ポット,電気ケトル VAVA【1.7L/6段階温度設定/ステンレス製/BPAフリー/断熱ハンドル/空焚き防止/STRIX温度コントロール】家庭、オフィスなどに適用 プレゼント,VAVA,"￥4,799",5件のカスタマーレビュー,星5つ中の5,"ホーム＆キッチン - 27,890位 (","['1.7 Kg', 'VA-EB015', 'B07RL1K2TR', '2019/5/6', 'ホーム＆キッチン - 27,890位 (', ')']"
B00NPUAR6Y,電気ポット,パナソニック マイコン沸騰ジャーポット 2.2L ブラウン NC-SU224-T,パナソニック(Panasonic),"￥15,191",4件のカスタマーレビュー,星5つ中の4.4,"ホーム＆キッチン - 30,333位 (","['3.62 Kg', '3.6 Kg', 'NC-SU224-T', 'B00NPUAR6Y', '2014/9/19', 'ホーム＆キッチン - 30,333位 (', ')']"
B07MV5J1R6,電気ポット,タイガー 電気ケトル わく子 0.8L アッシュグレー PCM-A080-HA,タイガー魔法瓶(TIGER),"￥3,480",23件のカスタマーレビュー,星5つ中の4.5,"ホーム＆キッチン - 48,628位 (","['1.18 Kg', '1.2 Kg', 'PCM-A080HA', 'B07MV5J1R6', '2019/1/16', 'ホーム＆キッチン - 48,628位 (', ')']"
B07FX2QSK5,電気ポット,象印 マイコン沸とうVE電気まほうびん 優湯生 3.0L ホワイト CV-GT30-WA,象印マホービン(ZOJIRUSHI),"￥11,990",7件のカスタマーレビュー,星5つ中の4.5,"ホーム＆キッチン - 122,775位 (","['3.4 Kg', 'CV-GT30-WA', 'B07FX2QSK5', '2018/7/26', 'ホーム＆キッチン - 122,775位 (', ')']"
B07W4NF48P,電気ポット,アイリスオーヤマ 電気ポット 2.2L マイコン式 ジャーポット 保温機能付き 角型 ブラック IAHD-022-B,アイリスオーヤマ(IRIS OHYAMA),"￥6,990",null,null,"ホーム＆キッチン - 3,291位 (","['2.2 Kg', '3 Kg', 'IAHD-022-B', 'B07W4NF48P', '2019/9/17', 'ホーム＆キッチン - 3,291位 (', ')']"
B00TQPR2GU,電気ポット,Tiger タイガー海外向け電気ポット PDU-A40W　KZ (220V),タイガー魔法瓶(TIGER),"￥16,870",3件のカスタマーレビュー,星5つ中の4.5,"ホーム＆キッチン - 198,020位 (","['2.8 Kg', 'PDU-A40W', 'B00TQPR2GU', '2015/3/7', 'ホーム＆キッチン - 198,020位 (', ')']"
B016NUNY94,電気ポット,ピーコック 電気沸とうエアーポット(カルキとばし) 3.0L サテングレー WCI-30(HS),ピーコック魔法瓶工業,"￥4,720",9件のカスタマーレビュー,星5つ中の4.5,"ホーム＆キッチン - 105,309位 (","['2.24 Kg', '2.2 Kg', 'WCI-30(HS)', 'B016NUNY94', '2015/10/15', 'ホーム＆キッチン - 105,309位 (', ')']"
B0090VIX6I,電気ポット,タイガー 魔法瓶 電気 ポット 2.2L ブラウン 蒸気レス 節電 VE 保温 とく子さん PIB-A220-T Tiger,タイガー魔法瓶(TIGER),"￥17,800",53件のカスタマーレビュー,星5つ中の3.9,"ホーム＆キッチン - 145,567位 (","['3.28 Kg', '3.3 Kg', 'PIB-A220-T', 'B0090VIX6I', '2012/8/22', 'ホーム＆キッチン - 145,567位 (', ')']"
B005J21XQE,電気ポット,TIGER VE電気まほうびん とく子さん 電気ポット アーバンベージュ 2.2L PVV-G220-CU,タイガー魔法瓶(TIGER),"￥4,680",19件のカスタマーレビュー,星5つ中の3.5,"ホーム＆キッチン - 410,951位 (","['2.82 Kg', '2.8 Kg', 'PVV-G220-CU', 'B005J21XQE', '2011/8/25', 'ホーム＆キッチン - 410,951位 (', ')']"
B07W747MSC,電気ポット,"[NanPing Womens Sandals] キラキラクマ-コースター 2ピースカップコースターセット北欧カップplacematパッドウッドプレースマット用キッチンテーブルドリンクコースターコルクテーブルマットバーマット,2 PCS",NanPing Womens Sandals,"￥4,813-￥5,145",null,null,null,"['499 g', 'B07W87K132', '2019/8/10']"
B008QQOWH2,電気ポット,Panasonic 電源コード APN07-658K0U,パナソニック(Panasonic),￥987,36件のカスタマーレビュー,星5つ中の4.6,3位,"['81.6 g', 'APN07-658K0U', 'B008QQOWH2', '2012/6/11']"
B00QWTKG9S,電気ポット,象印 CD-WS30-SA 電気ポット 3.0L シルバー,象印マホービン(ZOJIRUSHI),null,5件のカスタマーレビュー,星5つ中の4,"家電＆カメラ - 343,322位 (",2014/12/12
B0179B5N04,電気ポット,Peacock ピーコック 電気保温エアーポット(非沸とうタイプ) サテングレー 3.0L WXP-30,ピーコック魔法瓶工業,"￥4,800",7件のカスタマーレビュー,星5つ中の3.2,"ホーム＆キッチン - 91,903位 (","['1.8 Kg', '2 Kg', 'WXP-30(HS)', 'B0179B5N04', '2015/10/28', 'ホーム＆キッチン - 91,903位 (', ')']"
B00L7CN42Q,電気ポット,象印 電動ポット2.2L ホワイト CD-XC22-WA,象印マホービン(ZOJIRUSHI),"￥6,480",118件のカスタマーレビュー,星5つ中の3.9,"ホーム＆キッチン - 117,581位 (","['30.2 x 27.2 x 27 cm ; 2.5 Kg', '2.5 Kg', 'CD-XC22-WA', 'B00L7CN42Q', '2014/6/24', 'ホーム＆キッチン - 117,581位 (', ')']"
B00NPUASX6,電気ポット,パナソニック マイコン沸騰ジャーポット 3.0L ホワイト NC-HU304-W,パナソニック(Panasonic),"￥11,028",31件のカスタマーレビュー,星5つ中の3.8,"ホーム＆キッチン - 80,687位 (","['3.74 Kg', '3.7 Kg', 'NC-HU304-W', 'B00NPUASX6', '2014/9/19', 'ホーム＆キッチン - 80,687位 (', ')']"
B00OGWUG9I,電気ポット,パナソニック マイコン沸騰ジャーポット 2.2L ホワイト NC-EJ224-W,パナソニック(Panasonic),"￥9,980",34件のカスタマーレビュー,星5つ中の3.1,"ホーム＆キッチン - 210,884位 (","['2.3 Kg', '2.3 Kg', 'NC-EJ224-W', 'B00OGWUG9I', '2014/10/14', 'ホーム＆キッチン - 210,884位 (', ')']"
